parcel_id,owner_name,class_code,lot_size_acres,land_value,building_value,total_value,year_built,building_style,building_grade,living_area_sqft,total_rooms,bedrooms,full_baths,half_baths,heating_type,heating_fuel,ac_type,roof_material,exterior_walls,stories,zoning,last_sale_price,last_sale_date,condition_percent
102-12-15,"CHRISTENSEN, D P & C B TTEES",1020,0.0,0,241400,256400,2014.0,CONDO-GRDN,ADEQUATE,952.0,4.0,2.0,1.0,0.0,FORCED H/W,GAS,,,,1,,0.0,2021-05-04 00:00:00,93.0
102-12-14,"SINCLAIR, MELANIE SANTOS",1020,0.0,0,208200,208200,2007.0,CONDO-TNHS,ADEQUATE,1228.0,5.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,292000.0,2022-06-30 00:00:00,92.0
102-12-13,"WEST, GEOFFREY D",1020,0.0,0,212800,212800,2007.0,CONDO-TNHS,ADEQUATE,1228.0,5.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,214000.0,2019-08-02 00:00:00,94.0
102-12-12,"JAKUBAS, SUNNY",1020,0.0,0,233800,233800,2007.0,CONDO-TNHS,ADEQUATE,1456.0,5.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,269000.0,2020-10-27 00:00:00,94.0
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-11,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-10,"PAIBOONBUDSRAKUM, WORARAT",1020,0.0,0,229100,229100,2007.0,CONDO-TNHS,ADEQUATE,1228.0,5.0,3.0,1.0,1.0,FORCED H/W,GAS,,,,2,,190000.0,2019-10-14 00:00:00,94.0
102-12-9,"SANCHEZ, JED & DEANNA",1020,0.0,0,200000,200000,2007.0,CONDO-TNHS,ADEQUATE,1182.0,6.0,3.0,1.0,1.0,FORCED H/W,GAS,,,,2,,205000.0,2020-05-28 00:00:00,94.0
102-12-8,"RICH, ALEXANDRA TAMAN",1020,0.0,0,185100,185100,2007.0,CONDO-TNHS,ADEQUATE,1036.0,5.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,196000.0,2020-04-23 00:00:00,94.0
102-12-7,"JANG, HYE L",1020,0.0,0,186600,186600,2007.0,CONDO-TNHS,ADEQUATE,1036.0,5.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,200000.0,2020-09-09 00:00:00,94.0
102-12-6,"MCCLURE, EMILY A",1020,0.0,0,187500,187500,2007.0,CONDO-TNHS,ADEQUATE,1036.0,5.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,212250.0,2020-10-16 00:00:00,94.0
102-12-5,"BROOKER, DAVID K & BARBARA l (88%)",1020,0.0,0,187500,187500,2007.0,CONDO-TNHS,ADEQUATE,1036.0,5.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,202133.0,2007-11-30 00:00:00,94.0
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-4,CRAGSIDE PROP LLC,102V,0.0,15000,0,15000,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,196000.0,2005-09-15 00:00:00,
102-12-3,"CERVENY, GWEN H",1020,0.0,0,241400,241400,2008.0,CONDO-GRDN,ADEQUATE,994.0,4.0,2.0,1.0,0.0,FORCED H/W,GAS,,,,1,,227500.0,2019-08-14 00:00:00,92.0
102-12-2,COURTNEY DANIEL,1020,0.0,0,238000,238000,2007.0,CONDO-TNHS,ADEQUATE,1456.0,6.0,3.0,2.0,0.0,FORCED H/A,GAS,,,,2,,360000.0,2023-05-01 00:00:00,94.0
102-12-1,"DURFEY, DANIELLE",1020,0.0,0,239100,239100,2010.0,CONDO-GRDN,ADEQUATE,952.0,4.0,2.0,1.0,0.0,FORCED H/W,GAS,,,,1,,176000.0,2014-04-26 00:00:00,92.0
102-12-33,"SALLES, MARIBEL",1020,0.0,0,158000,188700,1910.0,CONDO-TNHS,ADEQUATE,1274.0,8.0,3.0,2.0,0.0,FORCED H/A,GAS,,,,1T,,150000.0,2020-07-10 00:00:00,65.0
108-14-1,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,243000,243500,2007.0,CONDO-TNHS,ADEQUATE,1144.0,4.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,112533.0,2012-04-17 00:00:00,92.0
108-14-1,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,243000,243500,2007.0,CONDO-TNHS,ADEQUATE,1144.0,4.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,0.0,2011-03-02 00:00:00,92.0
108-14-18,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334700,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-18,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334700,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-18,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334700,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-17,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-17,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-17,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-17,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-17,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-16,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334700,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-16,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334700,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-16,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334700,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-15,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334700,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-15,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334700,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-15,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334700,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-14,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-14,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-14,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-14,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-14,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-13,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-13,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-13,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-13,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-13,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-12,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-12,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-12,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-12,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-12,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-11,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-11,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-11,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-11,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-11,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,334300,334800,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-10,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-10,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-10,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-10,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-10,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-9,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260500,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-9,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260500,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-8,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260200,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-7,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-7,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-7,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-7,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-7,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-6,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-6,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-6,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-6,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-6,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-5,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260500,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-5,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260500,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-4,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-4,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-4,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-4,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-4,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-3,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-3,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-3,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-3,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-3,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,260100,260600,2013.0,CONDO-TNHS,ADEQUATE,1024.0,4.0,2.0,1.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-2,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,243000,243500,2007.0,CONDO-TNHS,ADEQUATE,1144.0,4.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,112533.0,2012-04-17 00:00:00,92.0
108-14-2,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,243000,243500,2007.0,CONDO-TNHS,ADEQUATE,1144.0,4.0,2.0,1.0,1.0,FORCED H/W,GAS,,,,2,,0.0,2011-03-02 00:00:00,92.0
108-14-26,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,356700,357200,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-26,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,356700,357200,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-26,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,356700,357200,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-26,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,356700,357200,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-26,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,356700,357200,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-26,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,356700,357200,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
108-14-26,BRADY SULLIVAN PROSPECT HILL,1020,0.0,0,356700,357200,2013.0,CONDO-TNHS,ADEQUATE,1698.0,5.0,3.0,2.0,1.0,FORCED H/A,GAS,,,,2,,0.0,2011-03-02 00:00:00,93.0
